Destination,Prefix,First Increment,Second Increment,Rate
ITALY - MOBILE - OTHER CARRIERS,39319,30,6,0.2986
ITALY - MOBILE - OTHER CARRIERS,3931101,30,6,0.2986
ITALY - MOBILE - OTHER CARRIERS,39313,30,6,0.2986
ITALY - MOBILE - OTHER CARRIERS,39370,30,6,0.2986
ITALY - MOBILE - OTHER CARRIERS,3931105,30,6,0.2986
ITALY - MOBILE - OTHER CARRIERS,39310,30,6,0.2986
ITALY - MOBILE - TIM,39330,30,6,0.2049
ITALY - MOBILE - TIM,39337,30,6,0.2049
ITALY - MOBILE - TIM,39366,30,6,0.2049
ITALY - MOBILE - TIM,39335,30,6,0.2049
ITALY - MOBILE - TIM,39338,30,6,0.2049
ITALY - MOBILE - TIM,39333,30,6,0.2049
ITALY - MOBILE - TIM,39331,30,6,0.2049
ITALY - MOBILE - TIM,39336,30,6,0.2049
ITALY - MOBILE - TIM,39334,30,6,0.2049
ITALY - MOBILE - TIM,39363,30,6,0.2049
ITALY - MOBILE - TIM,39339,30,6,0.2049
ITALY - MOBILE - TIM,39361,30,6,0.2049
ITALY - MOBILE - TIM,39360,30,6,0.2049
ITALY - MOBILE - TIM,39362,30,6,0.2049
ITALY - MOBILE - TIM,39368,30,6,0.2049
ITALY - MOBILE - VODAFONE,39349,30,6,0.1939
ITALY - MOBILE - VODAFONE,39348,30,6,0.1939
ITALY - MOBILE - VODAFONE,39340,30,6,0.1939
ITALY - MOBILE - VODAFONE,39377,30,6,0.1904
ITALY - MOBILE - VODAFONE,39347,30,6,0.1939
ITALY - MOBILE - VODAFONE,39343,30,6,0.1939
ITALY - MOBILE - VODAFONE,39346,30,6,0.1939
ITALY - MOBILE - VODAFONE,39341,30,6,0.1939
ITALY - MOBILE - VODAFONE,39345,30,6,0.1904
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39398,30,6,0.1904
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39369,30,6,0.1904
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39323,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39320,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39380,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39389,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39387,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39322,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39328,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39327,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,393,30,6,0.1904
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39350,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39388,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39329,30,6,0.1946
ITALY - MOBILE - WIND TELECOMMUNICATIONS,39383,30,6,0.1946
ITALY - PROPER,39,30,6,0.0205
ITALY - ROAMING,3939102,30,6,0.1656
ITALY - ROAMING,3939105,30,6,0.1656
ITALY - ROAMING,3939103,30,6,0.1656
ITALY - ROAMING,3939108,30,6,0.1656
ITALY - ROAMING,3939107,30,6,0.1656
ITALY - ROAMING,3938002,30,6,0.1904
ITALY - ROAMING,3939104,30,6,0.1656
ITALY - ROAMING,3939100,30,6,0.1656
ITALY - ROAMING,3939106,30,6,0.1656
ITALY - ROAMING,3939101,30,6,0.1656
ITALY - ROME,3906,30,6,0.0203
ITALY - TURIN,39011,30,6,0.0205
ITALY - VICENZA,39444,30,6,0.0205
JAMAICA - AUDIOTEXT,1876976,30,6,0.1058
JAMAICA - AUDIOTEXT,1876701,30,6,0.1058
JAMAICA - FREEPHONE,1876888,30,6,0.2464
JAMAICA - MOBILE - CENTENNIAL,1876307,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,187649,30,6,0.2344
JAMAICA - MOBILE - CENTENNIAL,1876524,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876520,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876528,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876556,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876306,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876527,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876551,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876303,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876302,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876559,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876304,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876309,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876308,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,187659,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876305,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876301,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876552,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876522,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876529,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876521,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876554,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876550,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876553,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876558,30,6,0.2642
JAMAICA - MOBILE - CENTENNIAL,1876557,30,6,0.2642
JAMAICA - MOBILE - CWJ,1876313,30,6,0.2773
JAMAICA - MOBILE - CWJ,187634,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876707,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876803,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876318,30,6,0.2773
JAMAICA - MOBILE - CWJ,187679,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876782,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876319,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876784,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876312,30,6,0.2773
JAMAICA - MOBILE - CWJ,187678,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876310,30,6,0.2773
JAMAICA - MOBILE - CWJ,187632,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876316,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876314,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876317,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876315,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876788,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876792,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876700,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876793,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876796,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876781,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876790,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876802,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876787,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876210,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876801,30,6,0.2773
JAMAICA - MOBILE - CWJ,187654,30,6,0.2773
JAMAICA - MOBILE - CWJ,187677,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876997,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876809,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876798,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876807,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876806,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876805,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876919,30,6,0.2773
JAMAICA - MOBILE - CWJ,187682,30,6,0.2773
JAMAICA - MOBILE - CWJ,187681,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876797,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876999,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876909,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876995,30,6,0.2773
JAMAICA - MOBILE - CWJ,187683,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876799,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876804,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876990,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876808,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876783,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876791,30,6,0.2773
JAMAICA - MOBILE - CWJ,187653,30,6,0.2773
JAMAICA - MOBILE - CWJ,1876789,30,6,0.2773
JAMAICA - MOBILE - CWJ,187633,30,6,0.2773
JAMAICA - MOBILE - DIGICEL,1876460,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876503,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876289,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876508,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187658,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187650,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187652,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876466,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876405,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876401,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187629,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876467,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876564,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876465,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187638,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876461,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876406,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876408,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876648,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876506,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187635,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876285,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187628,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876409,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876407,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876402,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876568,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876468,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876463,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876403,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876469,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876462,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876565,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187687,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187648,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187646,30,6,0.2412
JAMAICA - MOBILE - DIGICEL,1876567,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187656,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187688,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187655,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876464,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876404,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187642,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187637,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187641,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187686,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187657,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876618,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187685,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187645,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876566,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187647,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876621,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876560,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876504,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876288,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876287,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876561,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876509,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876507,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876505,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876286,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876498,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876496,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876495,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876494,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876493,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876492,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876497,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876490,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876491,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876499,30,6,0.2642
JAMAICA - MOBILE - DIGICEL,1876562,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876569,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187684,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187644,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187643,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187636,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187689,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876649,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,1876619,30,6,0.2464
JAMAICA - MOBILE - DIGICEL,187639,30,6,0.2464
JAMAICA - MOBILE 1,1876785,30,6,0.1127
JAMAICA - MOBILE 1,1876795,30,6,0.1127
JAMAICA - MOBILE 1,1876794,30,6,0.1127
JAMAICA - MOBILE 1,1876786,30,6,0.1127
JAMAICA - MOBILE 1,1876780,30,6,0.1127
JAMAICA - PERSONAL,1876563,30,6,0.2464
JAMAICA - PREMIUM,1876980,30,6,0.1058
JAMAICA - PROPER,1876,30,6,0.1124
JAPAN - FUNABASHI,81474,30,6,0.0279
JAPAN - HAMAMATSU,81534,30,6,0.0279
JAPAN - HIROSAKI,81172,30,6,0.0279
JAPAN - KAWASAKI,8144,30,6,0.0279
JAPAN - KOBE,8178,30,6,0.0279
JAPAN - KYOTO,8175,30,6,0.0279
JAPAN - MOBILE - OTHER CARRIERS,8190963,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180334,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180370,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8170,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190844,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180393,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190412,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819016,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8161,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81900,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190866,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819010,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819026,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81802,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190966,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190347,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81806,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819093,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8131,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180360,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819044,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180385,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180337,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190343,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190399,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180386,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190420,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190832,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180369,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190857,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190867,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190858,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190346,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819095,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819011,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190842,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819091,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819046,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819022,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190802,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819081,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190805,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8110,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180398,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819097,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190423,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819089,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190348,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190291,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190398,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190411,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819018,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180330,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180329,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190425,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180368,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819048,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180384,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190803,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180372,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190424,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180375,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180399,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81801,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819033,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190345,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819014,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819032,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81907,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819047,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81800,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190830,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190838,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8120,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180359,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190843,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819090,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81809,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180336,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81807,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819068,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180373,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190801,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8160,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81805,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8150,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8140,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8130,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190804,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190344,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819038,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180391,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819020,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180331,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190833,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190417,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819021,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819030,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190419,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190421,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190422,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819031,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819037,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190415,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819027,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190293,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190864,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190841,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190836,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190831,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819069,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819063,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819061,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81905,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190413,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819025,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81808,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180335,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180371,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819087,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190294,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819019,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,81804,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819049,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819062,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190859,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190868,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819015,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819012,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190967,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190806,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190669,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190800,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190964,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190961,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190962,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190960,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819088,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190869,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190863,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819082,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819067,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190418,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190349,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180390,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8180358,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819023,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819043,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819092,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819045,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190808,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190865,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190837,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190839,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190416,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190414,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819024,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190290,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,8190340,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819035,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819036,30,6,0.1249
JAPAN - MOBILE - OTHER CARRIERS,819040,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8180366,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,819098,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8180324,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8180378,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8180379,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8190391,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8190390,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,819065,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,819013,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8190661,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8190856,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8190428,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8190663,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8190392,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8180388,30,6,0.1249
JAPAN - MOBILE - SOFTBANK MOBILE,8180327,30,6,0.1249
